,edit_history_tweet_ids,id,text,withheld
1454,['1596811054147043328'],1596811054147043328,"https://t.co/FmNm8XTYUS
Avaya
Thanksgiving?
$AVYA #avaya #communications #techjobs #joblosses #recessionlayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff #Durham #NC #northcarolina 🤖",
1455,['1596811012854153216'],1596811012854153216,"Instead I think the #Fed would cut rates before all these hikes take effect which would, in the end, ease the (economic) downward effect.

I also think, at this point, the #Fed has greatly overdone it and at some point it will be forced to cut aggressively.

#recession

17/22",
1456,['1596811009741639680'],1596811009741639680,"This will depend on whether the #Fed leaves the rates high long enough for the hikes to take full effect.

In that case the #Fed wouldn't cut for 1 yr+ from now which could create a severe #recession.

Still, I don't see this as a plausible scenario.

16/22",
1457,['1596810946206642177'],1596810946206642177,"https://t.co/bpYTqikFx4
Ford
Will Merits again be under 2% ?
$F #ford #automotivelayoffs #autoindustry #detroit #michigan #detroitlayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",
1458,['1596810864627441666'],1596810864627441666,"Key eco-data coming up...📈

Nov 30th - Jay Powell speech
Dec 2nd - Non farm payrolls
Dec 13th - Inflation rate
Dec 14th - FOMC meeting

Market pricing in subsequent hikes 50bps &gt; 50bps &gt; 25bps

How will the data compare to expectations?

#Macro #inflation #recession #economy",
1459,['1596810733223919617'],1596810733223919617,"https://t.co/cTeTMdqDyR
DXC
Check that DXC have done all the paperwork as you leave!
$DXC #DXC #DXCTechnology $HPE $CSC #HPE #CSC $IBM #IBM #Ashburn #virginia #viriginalayoffs #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",
1460,['1596810597118902272'],1596810597118902272,"https://t.co/MLdz46GwOl
AT&amp;T
Lumpsum vs Annuity
#att #attandt #telco #telcolayoffs #telecom $t #jobs #recession #whitecollarjobs #layoff #layoffs #thelayoff 🤖",
1461,['1596809189057495046'],1596809189057495046,"@dkbib @cyrusmehta @advo_kait #Layoff during #recession harms #STEM #AmericanWorkers the most; #employers refuse to consider #American #unemployed &gt; 6 months, claim can't find qualified #Americans, scream bloody murder for more #H1B.
https://t.co/krJsb9k48u",
1462,['1596808847657533442'],1596808847657533442,"Fighting #inflation by pushing up rates/qt leading to #recession &amp; #unemployment - the Fed may as well be trying to push up the misery index! https://t.co/CSNaeCUMYa

It’s not inflation, but the reaction (by Central Banks) that seems to be the bigger cause of misery….",
1463,['1596808533911433217'],1596808533911433217,"A simple closed question to help during the current uncertainty. 

Are UK premium bonds a good place to hold money during a bear market/recession? 

Thoughts and opinions welcome!

#PremiumBonds #Bonds #UKBonds #Investing #BearMarket #Recession",
1464,['1596807310944370688'],1596807310944370688,"This specialist lender could help you unlock the potential in your Scottish SME. 
#AD @ShawbrookBank #corporatelending #managementbuyouts #finance #SMEs #Scotland #Business #economy #recession #assetbasedlending
https://t.co/OrsOZ6AHaF",
1465,['1596806910841606144'],1596806910841606144,"My first 'Business as Usual' newsletter using Linkedin's publishing capability. Please read, share and let me know what you think.

https://t.co/3FfWnLkaNH 

#share #linkedin #business #newsletter #technology #recession #growth",
1466,['1596806606305435648'],1596806606305435648,"Of the 43 national PMIs we track, 18 are expanding (only 4 are above 55).

A global manufacturing recession is at hand!

#Recession #Manufacturing #PMI https://t.co/Al5zpGPqns",
1467,['1596806525611233280'],1596806525611233280,"According to some economists, the recession coming in 2023 that has been discussed for a long time is a self-made recession and they also consider it as a geo political move to some extent. 
Let’s see!
#recession #recession2023",
1468,['1596803413014376449'],1596803413014376449,"#recession ... #StockMarket Bubble edition

#SPX #SP500 $SPY #ES_F 📉 https://t.co/n5jtyww0YV",
1469,['1596801024899289088'],1596801024899289088,#recession ... #CentralBanks Pushing on a String edition https://t.co/YfEmWYYK2l,
1470,['1596800340019806208'],1596800340019806208,"More Podcasts:

Steve Keen @ProfSteveKeen Phil Dobbie @phildobbie
What would Keynes do now?
https://t.co/q65LupjUoQ

Rupert Read @GreenRupertRead
Out of the Ashes
https://t.co/5HC4etCCp5

#economics #recession #development #ClimateCrisis #ClimateEmergency #climate https://t.co/jb3NXa4K0n",
1471,['1596799962414813185'],1596799962414813185,"🧬The Great Depression left its mark in the DNA of people born during that recession.

#people #dna #recession https://t.co/uKaa5ogv4F",
1472,['1596798286261882880'],1596798286261882880,"Semantics? Analysts unpack 'technical recession' as crypto markets recover
Cryptocurrency market analysts unpack th...
#GDP #recession #U.S.
https://t.co/ZA8NsIPsZt 
https://t.co/ZA8NsIPsZt",
1473,['1596796997264343041'],1596796997264343041,"Signs of a swift recovery in demand. Is it the right time to buy #silver? by #HareeshV @GeojitFinancial  @EconomicTimes @ETEconomyNews @ETMarkets 
#Metal #Dollar #commodity #Investment #inflation #recession #Investor #Gold #market #trading #interestrates 
https://t.co/dBE3rUM2aS",
1474,['1596784744082964480'],1596784744082964480,@dsmitheconomics The problem with the #Tories is that the #economy always end up in #recession and somehow they always blame international circumstances...Nothing to do with the #Conservative ideology nor the #PM and it's gvt policies... #UK #EnoughlsEnough #GeneralElectionNow,
1475,['1596783955281252352'],1596783955281252352,"#goldmansachs  | Macro Outlook 2023 👇

#finance #markets #investing #inflation #recession #wealthmanagement #assetmanagement #economy https://t.co/Mzgv7YI4Ey",
1476,['1596782377698619392'],1596782377698619392,"Despite a clear downturn in recent Eurozone business activity, the pace eased in November, suggesting that the recession anticipated by economists may be milder than previously feared.
#EU #recession 
https://t.co/58pFqO1ZYP https://t.co/rzTNBpiR4x",
1477,['1596780379176062976'],1596780379176062976,"God: They will know My reset, and Not man's reset. (Manuel Johnson 11-15-22)
https://t.co/gzYa8WgMpm
#WordOfTheDay #WordOfGod #ENCOURAGEMENT #wealthtransfer #ExposeTheCorrupt #Prophecy #God  #JUDGEMENT #exodus #prosperity #recession #depression #reset #GreatReset #Currency https://t.co/86dcujfyum",
1478,['1596777407398129665'],1596777407398129665,"Just imagine- #Stories instilled #fear and #economic activities are on halt, #investors has pulled back #money from #market...What will happen? 
.
Definitely there will be #recession!
That's how economies work and the #solution lies in reverse #engineering. 
.
#StoriesWellTold https://t.co/jm912saRlo",
1479,['1596777143060815872'],1596777143060815872,#jobsearch #recession #layoffs https://t.co/JatA3CzPig,
1480,['1596774874290290689'],1596774874290290689,#danbongino #unfiltered #democracy #inflation #recession #fauci #covid #crime  https://t.co/j9SwGqO8Ya,
1481,['1596774583830384641'],1596774583830384641,"To read the full article, visit https://t.co/ts704MuE3x!

#indianschools #news #newsupdate #newspaper #dailynews #dailynewspaper #follow #instagram #uk #jobs #tata #jaguarlandrover #landrover #electricvehicle #cars #employment #meta #amazon #layoff #recession #india https://t.co/VxuUhn5BVM",
1482,['1596771344577724417'],1596771344577724417,"What a #recession means for #fintech ? 🏦 

https://t.co/4tNvflpzNP https://t.co/8Zb7vfrlgu",
1483,['1596768814636892160'],1596768814636892160,"#Tesla isn't a BUY yet, but it ain't a SELL anymore.
Looming #recession &amp; #ChinaUprising put it in the ""#StocksToTrade"" pile, not ""#StocksToBuy"".

#Recession2023 #ElectricCar #ElectricVehicle #ElectricVehicles $TSLA #Twitter #world #worldstar #USA #China

https://t.co/q7dmeUsD0d https://t.co/wTtmoo6D3C",
1484,['1596767322466721793'],1596767322466721793,"#Supermarkets lock up basic essentials as #shoplifting surges under #CostOfLivingCrisis

#Austerity #inflation #recession #foodbank #EnergyCrisis 
https://t.co/9cEUNDqMWU",
1485,['1596766058094153730'],1596766058094153730,#recession ... #GFC2 South Korea $USD #Liquidity Squeeze edition https://t.co/PjYY5XteQh https://t.co/q2a9AoOit5,
1486,['1596765585089892352'],1596765585089892352,"🇫🇷⚡️France might soon be under surveillance by the IMF

The IMF has issued a warning to France for the uncontrolled deterioration of its public accounts.
1/2
#france #macron #imf #borne #paris #fmi #dette #debt #recession #inflation #ukraine",
1487,['1596763293544325122'],1596763293544325122,"If economic doom is underway, the fintech market showed little-to-no signs of it at the Money 20/20 conference in Las Vegas last week. https://t.co/BMMhHQsvMH #recession #fintech #funding #investments",
1488,['1596762966690795524'],1596762966690795524,"Economy crippling your food bill budget for the month?

No problem … Follow me for this, and other amazing cost cutting tasty meals …

#Biden #Economía #BudgetConstraints #Food #Recession #RecipeOfTheDay https://t.co/lwq8y7dQYA",
1489,['1596760734737711104'],1596760734737711104,"The inefficiency and global #recession that is hovering around the #global has also engulfed #SouthAsia, especially affecting #Pakistan, read more; https://t.co/VbxfZqMaFp
#inflation #unemployment @NazirLeghari",
1490,['1596759728562270208'],1596759728562270208,"Brace for 'violent' shocks that may reshape the global economy forever, warns top economist Mohamed El-Erian https://t.co/wxXUabfffV #economy #disruption #future #recession #strategy #business #policy #government #Economist #volatility #shocks #change #money #Risk @YahooFinance",
1491,['1596759352094101504'],1596759352094101504,"🧵 A #recession to the rich means very little - whereas its oftentimes a life and death situation for everyone else. It's baffling that we still tolerate capitalism - especially in the #USA, were it's so fragile that it fails on the regular because the US economy is completely https://t.co/ly16sp4ehG",
1492,['1596758163138961409'],1596758163138961409,@DivisionalComm1 @srinagaradmin @sheikhashiq4 @Nazirkashmiri @GreaterKashmir @moazum_m @majidhyderi #Kashmir #srinagar #business #recovery #retail #finance #recession @bsindia @business_today @EconomicTimes  @htTweets,
1493,['1596757568218894337'],1596757568218894337,"The yield curve #inversion has coincided with risk-on, which suggests that investors are more focused on #disinflation, than a #recession, which would be bad for risk assets, chart @NordeaMarkets https://t.co/LG9alzbfMU",
1494,['1596757065111724033'],1596757065111724033,"#recession ... #StockMarket Bubble edition

#SPX #SPX500 $SPY #ES_F 📉
#Options #OptionsTrading https://t.co/zbUW7Tp4YV",
1495,['1596757012729466883'],1596757012729466883,"#Flyhomes #Lays Off #Workers Amid ‘Housing Recession’ #Plug_Play #Plug_And_Play #F4F #FollowMe #FollowBack #FollowForFollow
#rtitbot #RT #Follow https://t.co/UimWf1PhcZ #housing #recession",
1496,['1596755858767360001'],1596755858767360001,#recession ... China #COVIDZero edition https://t.co/Rvp90D496R https://t.co/1HjUkVeIqM,
1497,['1596755259849744385'],1596755259849744385,"#recession ... #GFC2 #Derivatives edition

Weapons of Mass (Financial) Destruction keep getting more deadly and the #Fed is now detonating them with a record-breaking pace of rate hikes and balance sheet runoff!
#PrivateEquity #Liquidity 📉 https://t.co/AuUpcdQsGL",
1498,['1596755241000931332'],1596755241000931332,"The person who originally said “#recession is the best time to build” was either… 

A) a delusional optimist 
B) full of s***
C) a HNW inventor w/ enough dry powder to pour into an idea for two years",
1499,['1596755098000326656'],1596755098000326656,@OfficeOfLGJandK @srinagaradmin @sheikhashiq4 @Nazirkashmiri @RBI @majidhyderi #Kashmir #srinagar #business #recovery #recession @DivisionalComm1 @GreaterKashmir @moazum_m,
1500,['1596754564136734726'],1596754564136734726,"In the 409th edition, we deliberate upon how the world economy is moving towards a recession and how it will affect India.

#SOTW
#EconIMI
#LifeatIMI
#IMINewDelhi
#Recession
#EconomicSlowdown

https://t.co/xX2Lj56yRM",
1501,['1596753657961533447'],1596753657961533447,"#MyVideography #healthcare #health #lifestyle #FitnessGirl #beautiful #swimmingpool #recession 
Watch ""How does Physical and Mental Fitness help in finding New Opportunities?"" on YouTube https://t.co/MaaOtO9eCP",
1502,['1596753398627729410'],1596753398627729410,Are you feeling the ripples of #recession? How can you sail if they turn into bigger waves?,
1503,['1596746553582313472'],1596746553582313472,"#Italy ’s debt is in vogue on bets that a #recession in #euro area will slow the pace of #ECB interest-rate hikes. That’s driven down yields on 10y #bonds by more than 1% from a 9y high in Sept, chart @BNNBloomberg  https://t.co/uaaJaS19DR https://t.co/1BrboZ5Pjx",
1504,['1596745160968507393'],1596745160968507393,"""assault... minors... and a dog..."" GOP MUST BALLOT HARVEST WHERE LEGAL!
#MAGA #2A #gas #gasprice #gasprices #oil #economy #recession #vote #USA #guns #4chan #pedopeter #PedoHitler #PedoHitlerBiden #LiberalismIsAMentalDisorder https://t.co/oRZ0ukA9U1",
1505,['1596743454734028800'],1596743454734028800,"🇺🇸 #Weekahead | The #Treasury Market’s Big #Recession Trade Is Gathering Momentum - Bloomberg
*Link: https://t.co/FSZxEBxrDm https://t.co/JaxiU94dTw",
1506,['1596742100846272512'],1596742100846272512,"അനുദിനം കുതിച്ചുകൊണ്ടിരിക്കുന്ന കടബാധ്യത കേരളത്തിലെ സാധാരണ ജനങ്ങളെ ബാധിച്ചുതുടങ്ങി
https://t.co/XJL7VNiZVD
#Kerala #WelfarePension #recession 
@AustraliaSanghi @Avm85 @avittam5 https://t.co/sLPJyn2FwR",
1507,['1596738120267046912'],1596738120267046912,"Number of tech layoffs in 2022 👇

1] USA  - 95,749 
2] India  - 12,319
3] Canada  - 3838
4] UK  - 2741
5] Germany  - 2670

#layoffs #recession #techlayoffs #startup",
1508,['1596738086251077632'],1596738086251077632,"#BTBazaar | आर्थिक मंदी से निपटने का असली मंत्र

देखिए - https://t.co/zSD3MOaSzD

#job #recession #inflation #loan #recession #jobs #jobcuts #paycuts #newcourse #course https://t.co/HGqzRskYeq",
1509,['1596737768247283713'],1596737768247283713,"Hedge fund edging the « coming recession » 
#recession #hedgefund https://t.co/GIwcKxw411",
1510,['1596733231927562241'],1596733231927562241,"BRIGHTON, MD
*SEVERE SPIRALS WARNING*
Valid Until 4:08 AM EST Wednesday 11/30/22

Threat Information:
Economic #Recession
Up to 197 I Told You Sos

Potential Exposure:
Supermarkets: 43

#mdwx #coldilocks",
1511,['1596729616726904833'],1596729616726904833,"@annacfd28 Good.
There will be general #Russian #economic #recession. Taking 300,000 workers out of productive work &amp; into the army will cause a downturn.
Plus 300k left #Russia - probably the clever, productive &amp; rich.
Plus, tech import blocks will effect war economics badly. 
#Ukraine",
1512,['1596729279672459265'],1596729279672459265,"👉 Out-worldly claims will be questioned. Vitamins will be slowed, painkillers will have a bull run

#recession #layoffs #jobs",
1513,['1596729277738897408'],1596729277738897408,"Brutal #recession truths

👉 Good folks will always get hikes and promotions. People who think they deserve it must ask for it. Stocks are speculative, your salary isn't",
1514,['1596728740549009409'],1596728740549009409,Join us at 11 AM IST to watch 𝗛𝗼𝘄 𝘁𝗵𝗲 𝗠𝗮𝗿𝗸𝗲𝘁𝘀 𝗱𝗶𝗱 𝗹𝗮𝘀𝘁 𝘄𝗲𝗲𝗸 𝗜 𝗜𝘀 𝗧𝗲𝗰𝗵 𝗴𝗿𝗼𝘄𝘁𝗵 𝗼𝘃𝗲𝗿? 𝗜 𝗥𝗲𝗰𝗲𝘀𝘀𝗶𝗼𝗻 𝗼𝗿 𝗦𝗹𝗼𝘄𝗱𝗼𝘄𝗻? All these &amp; more with Sridhar Chityala (@schityala) https://t.co/qn8t61U6OC #market #recession #slowdown,
1515,['1596726747936231425'],1596726747936231425,"The Fed endlessly raising rates likely to induce a #recession:  @PMorici1
Watch  https://t.co/qLKatyGOmi",
1516,['1596719875463913473'],1596719875463913473,@myogiadityanath I thnk u dont have any thing else to say except #hindu #muslim and #pakistan their is no word on #development #corruption #inflation #recession #poverty #PriceHike just like always garbage to come out of mouth. China has entered #india for that u cant utter a word,
1517,['1596712917118103552'],1596712917118103552,"Since WW2, the only other time the US has had 2 consecutive negative QoQ #GDP % changes, without an official #recession, was in Q2 and Q3 of 1947 (which is as far back as the FRED data goes). 👀

https://t.co/IZxOqknBdz",
1518,['1596707305332281344'],1596707305332281344,"5 Reasons Scaling Back on Marketing During a Recession Is a Very Bad Ide... https://t.co/D5ExOK6KQd via @YouTube 
#Marketing #businessmarketing #recession #marketingstrategy #BusinessIdeas #businessadvice #businessowner",
1519,['1596706297109483522'],1596706297109483522,@HasanSari7 #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession https://t.co/9MF8dCGjd4,
1520,['1596706230461820929'],1596706230461820929,"#Layoffs are Next as Black Friday Has Retailers Seeing Red  #Recession 

https://t.co/omSn5tmHLj",
1521,['1596706220752224257'],1596706220752224257,@D0m1n8tor Fact #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1522,['1596706169326022656'],1596706169326022656,@FamilyProjectTX I HAVE CHILLS #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1523,['1596706121359806464'],1596706121359806464,@Gotrek_Felix 😩😩😩😩😩😩 #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1524,['1596706066716581888'],1596706066716581888,@cjbronsonshow GOD HELP US #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1525,['1596705975469211649'],1596705975469211649,@nikki_plora TIME TO GET THIS PEDO OUT OF THE WHITE HOUSE #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1526,['1596705770649038849'],1596705770649038849,@lavern_spicer #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession https://t.co/bgajYHLnvJ,
1527,['1596705711425454080'],1596705711425454080,@JacobHeaton96 #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession https://t.co/KPEZOldkCE,
1528,['1596705658262663169'],1596705658262663169,@WhistlingPast FACT #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1529,['1596705625148301312'],1596705625148301312,@HawkHawkleigh JOE NEEDS TO RETIRE #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1530,['1596705555225096192'],1596705555225096192,@LUCKYNoSL7VIN THIS IS TERRIFYING #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1531,['1596705490192539649'],1596705490192539649,@CanonTwoTwelve SCARY ASF #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1532,['1596705393266552832'],1596705393266552832,@AwlHatnOcattle AS FAST AS YOU CAN #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1533,['1596705337205309440'],1596705337205309440,@realOlenaK JOE IS IN TOWN #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1534,['1596705275494682624'],1596705275494682624,@Grumpy177621 BRO THIS GIVES ME CHILLS #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1535,['1596705215079940096'],1596705215079940096,@MaineLogic THIS IS TERRIFYING #BidenFlation #LetsGoBrandon #BidenBoom #CrackPipeJoe #SleepyJoe #FJB  #DementiaJoe #BidenIsAFailure #FoodShortageJoe #NWO #CreepyJoe  #NewWorldOrder #Recession,
1536,['1596698325218398210'],1596698325218398210,What to do in a #cloudcomputing #recession https://t.co/WPBCKUAZXk,
1537,['1596698074705170432'],1596698074705170432,"@Mrhoky7 @MrJenus @ArchieNeko_ @PartisiansNFT @USPC_official @ArchieChain ☄️ #ArchienekoNFT :- 🥇 NFT with passive income, Each nft gets paid monthly depending upon income earned by businesses in ArchieMeta 

https://t.co/HMtjK3pm73 

☄️ 5% Buy/Sell Taxes 

$ARCHIE #ARCHIE #ArchieNeko #ArchieMeta #ArchieChain #recession #Cryptocurency #NFT",
1538,['1596697700426141696'],1596697700426141696,"@Juliebigwin @MrJenus @ArchieNeko_ @PartisiansNFT @USPC_official @ArchieChain ☄️ #ArchienekoNFT :- 🥇 NFT with passive income, Each nft gets paid monthly depending upon income earned by businesses in ArchieMeta 

https://t.co/HMtjK37cSV 

☄️ 5% Buy/Sell Taxes 

$ARCHIE #ARCHIE #ArchieNeko #ArchieMeta #ArchieChain #recession #Memes",
1539,['1596697076993515520'],1596697076993515520,"@farhanfxfxfx @MrJenus @ArchieNeko_ @PartisiansNFT @USPC_official @ArchieChain ☄️ $ARCHIE project is being developed to create revenue based ecosystem to achieve financial freedom of each individual
☄️ 5% Buy/Sell Taxes
👑 Get to know more :
🌍Website : https://t.co/3ta5oXLSqR

$ARCHIE #ArchieNeko #ArchienekoNFT #recession #XRP",
1540,['1596696547772624901'],1596696547772624901,#UK economic activity shrinks as #recession fears mount https://t.co/UimWkK8wMZ,
1541,['1596695873437650945'],1596695873437650945,"Would I yolo big into alts right now? #Ftx #recession
🤷‍♂️Would I risk $50 to get to know a project with strong utility I come across?
💯
🧐Id say try @defichain $dfi!

👉Use Code 788689 🔛@cakedefi
➡️fund $50
➡️get $30 free $dfi
➡️discover utility&amp;value!
https://t.co/RVVNOYMq24",
1542,['1596695166307401728'],1596695166307401728,"@saxena_puru And the drum bangs on.

Still unanswered: Are you getting hammered short waiting for the #recession to kick in @saxena_puru?",
1543,['1596695075790016512'],1596695075790016512,"@j1h4n1corn @MrJenus @ArchieNeko_ @PartisiansNFT @USPC_official @ArchieChain ☄️ $ARCHIE project is being developed to create revenue based ecosystem to achieve financial freedom of each individual
☄️ 5% Buy/Sell Taxes
👑 Get to know more :
🌍Website : https://t.co/3ta5oY2VsR

$ARCHIE #ArchieNeko #ArchienekoNFT #recession #RecastTChalla",
1544,['1596692576727601153'],1596692576727601153,"Everyone prepping for a #recession like it's Y2K. How to prepare : Step 1 : get a costco membership and buy food in bulk. Step 2 : Don't buy shit you can't really afford long-term. Step 3 : Save, save, save, find the best interest rates.",
1545,['1596692530577702912'],1596692530577702912,"@_ykat @itsuralexis @GorillaGWD @ArchieNeko_ @MoshiToken @ArchieChain $ARCHIE #ArchieNeko Utilities, 
#ArchieAggregator live 
#ArchieChain on test net
#EverestGaming
here is link for official social media
https://t.co/TI4J26McuQ

#ArchienekoNFT
#ArchieCoin #ArchieMeta #recession #السعوديه_بولندا #Cryptocurency",
1546,['1596691716656205828'],1596691716656205828,"#BidensAmerica #Recession
Jeff Bezos just laid off 10,000 employees due to the recession and its holiday season - Amazon's busiest time of the year.  Other big employers are following suit. https://t.co/OBuO94GTxs",
1547,['1596690189392678912'],1596690189392678912,"@JenMolina46 This is simply asinine and delusional. The facts don't align with any of China Joe's claims.  Wait, maybe we should have highlighted gas being $2 more than before his occupation. Also, #AshleyBidensDiary, #HuntersLaptop #myocarditis #recession #BidenWorstPresidentEver",
1548,['1596689672297541637'],1596689672297541637,"#Recession may be short and sharp instead of long and shallow, says Reserve Bank

@ReserveBankofNZ 

#NewZealand #Business #Economy 
https://t.co/JhK15D5KOY
@PullarStrecker
Via https://t.co/PnyTT2tnZY https://t.co/2gR8nbdAxo",
1549,['1596689626516795393'],1596689626516795393,"Im #Michael #HermaN #Purcell
#GenPeiPei © #Consultants
#HonorEthicsaboveProfit
#GlobalTrustforThePeople ©
https://t.co/rTkhrtl9sr
Is #China heading towards a #RecessioN
2Mrw I apply my #equatioN #7GlobalFactors ©",
1550,['1596689471705010177'],1596689471705010177,"#recession ... #GFC2 #Labor edition

#productivity 📉 https://t.co/ZW4AzdhAFU https://t.co/nWn1JQAEL6",
1551,['1596688276257378304'],1596688276257378304,#ShopMyCloset #music #hiphopnutcracker #POLKSA #OSUvsMICH #ONEPIECE #ImACelebrity #YashodaTheMovie #TwitterDown #recession #RealKnowledge_Of_Gita #WIN #NFT #viralvideo #Video #Cryptocurency #NFLBetting #NBA #MLB #rap #Radio #soundtrack #viral #Spotify https://t.co/Vjr6vAVXLZ,
1552,['1596688263955501058'],1596688263955501058,"#recession ... #GFC2 edition

The similarities to 2008-09 keep piling up! https://t.co/te6qvl94Cy https://t.co/FiBP7tvDMf",
1553,['1596685687004467201'],1596685687004467201,"So world markets Overview…

Money is evidently moving into Asian markets, mostly in #nifty50 India and Taiwan … recent #chinalockdown is causing industries to look else where

Europe is in #EnergyCrisis 

America in #recession 

Only Indian markets ALL TIME HIGH 

#CRYPTO DEAD https://t.co/S0bxpe9TMu",
1554,['1596685103580995585'],1596685103580995585,"I see people talking about how much better we are when it comes to inflation, sorry but that's like saying we are better off than other victims because we are closer to the stern as the Titanic was sinking #cdnpoli #recession https://t.co/FQFZ7TCABB",
1555,['1596684266263363584'],1596684266263363584,"#recession ... #GFC2 #Commodities edition

Wyckoff distribution comes before the fire(sale) and #Lumber makes great tinder 🔥 https://t.co/P8YRJWPp4h",
1556,['1596683518876487680'],1596683518876487680,#recession ... #GFC2 China #COVIDZero edition https://t.co/tmk5mCzrxt https://t.co/pcmIa5SHfs,
1557,['1596683157373300736'],1596683157373300736,"#recession ... #Crypto Bubble edition

#Bitcoin #BitcoinCrash #cryptocurrency #cryptocrash 📉 https://t.co/WIQwFgnad2",
1558,['1596681454666207233'],1596681454666207233,"#recession ... #GFC2 China #manufacturing edition 

October must have been ugly! 😬 https://t.co/XumpdgeXjI https://t.co/O4vpjFuOzB",
1559,['1596677215558995968'],1596677215558995968,The most underrated transfer of wealth are women crypto influencers abandoning crypto for onlyfans. A chess move rather than just a transition #recessionproof #recession,
1560,['1596676583619964929'],1596676583619964929,Sweden's big interest rate of 0.75% hike follows other central banks | AP News #cryptocrash #bitcoincrash #recession  https://t.co/ul4Thiwct1,
1561,['1596674029112659968'],1596674029112659968,"Bank of England warns of future UK rate rises if inflation persists
#cryptocrash #BitcoinCrash #recession 
 https://t.co/eq5kqEpJUM",
1562,['1596673928352518144'],1596673928352518144,#FIFAWorldCup #Economia #recession #RedBullRacing #jobsearch #usjoblossspike https://t.co/lIf1jdobzR,
1563,['1596671410688049152'],1596671410688049152,"RECESSION &amp; INFLATION centered tweets for the past 24hrs:  
#Recession: 382 
#Inflation: 2640 

More tomorrow...",
1564,['1596670939831599104'],1596670939831599104,@FoxNews We can’t afford food. How in the hell do you expect us to care about a discounted item? #inflation #recession,
1565,['1596669742865346561'],1596669742865346561,@cucagamarra @populares @NunezFeijoo @IdiazAyuso @AlmeidaPP_ 😒👇🏽👇🏽🤦🏼 #recession https://t.co/rwkT3cA1Y0,
1566,['1596665403165769729'],1596665403165769729,"I am grateful to have this , enjoy this freely in a cafe #recession missing lot of shit from the plate . https://t.co/xd7z90qSx9",
