"edit_history_tweet_ids","id","text"
[1598094790331359200],1598094790331359200,"""@elonmusk @jhall Don't let all this BS occupy and distract you from making us a space faring civilization.  This would be the change we need. It will unlock unlimited resources and room to grow. We are stagnant as a civilization with our priorities focused on fighting each other, whether it be"""
[1598094790272614400],1598094790272614400,"@elonmusk Ty"
[1598094789701865500],1598094789701865500,"@thelittleidiot @elonmusk You talking about Trudeau?\n#BlackfaceHitler https://t.co/AVwBDLwkE8"
[1598094789333094400],1598094789333094400,"""@russ817 @ericwmccann @zaptrax @caroljsroth @elonmusk I do not control who does or doesn't like my tweets (unlike you, I guess being the only one to like your tweets means you control it), but I also don't see any loli content, so... yet another dumb lie?"""
[1598094789266006000],1598094789266006000,"@elonmusk @vincent13031925 That’s nice but no! Now pay 8% interest 🤣"
[1598094788984967200],1598094788984967200,"@elonmusk LMAO! Now what are all the haters gonna do?"
[1598094788779446300],1598094788779446300,"@elonmusk apple got submitted https://t.co/ZO2Kqg83iJ"
[1598094788691398700],1598094788691398700,"@MFImJordan @DaveAtherton20 @Alyssa_Milano @elonmusk Except that he is. 🤷‍♂️"
[1598094788263575600],1598094788263575600,"@elonmusk Elon Musk has been replaced with the new Apple iPerson"
[1598094787781202000],1598094787781202000,"@gullfff @LBRYcom @elonmusk Banned I suggest you reach out to henry_techs on instagram he just unbanned my account that was shadow banned now"
[1598094786983886800],1598094786983886800,"This is quite fascinating. I hope @elonmusk takes a good look at what is being said here. What other stories did they suppress under the same guidelines they set on Twitter? https://t.co/2RDcBiDubb"
[1598094786572886000],1598094786572886000,"@DroidsBackyard @elonmusk Exactly. I have been looking for the News Tab for the entire week and it has vanished. It is the probably the most important part of Twitter. Everything is just random stuff"
[1598094786480992300],1598094786480992300,"@elonmusk @tim_cook Were you visiting Marin?"
[1598094786225148000],1598094786225148000,"@HonestDTMike @daily_hate_mail @CollinRugg @elonmusk facts"
[1598094786153414700],1598094786153414700,"@Troy_IRL @elonmusk https://t.co/8VDhNw9tcq"
[1598094785390071800],1598094785390071800,"@elonmusk @jhall Elon you are very welcome!\n\nThanks for taking my advice\n\nhttps://t.co/dwjkdNH1Jm"
[1598094785050742800],1598094785050742800,"@Songbird70x7 @Apple @elonmusk Didn’t you see Musks tweet. He has smoothed things over"
[1598094784132173800],1598094784132173800,"@MayraFlores2022 @elonmusk the united states needs new times...God bless"
[1598094783771467800],1598094783771467800,"@elonmusk @Liz_Wheeler I will be your client"
[1598094783628857300],1598094783628857300,"@elonmusk @Apple was terrified that @elonmusk was going to come out w/ a Starlink Sat phone &amp; dominate that market too. He saw what Musk has done with the car industry (@tesla posting over $9k profit/car vs its competitors mere $1k profit/car) &amp; doesn’t want to appear to have shit the bed."
[1598094783255543800],1598094783255543800,"@JustThisFukr @bhadgurlrih @elonmusk She must be one of the Face Book censors.😆"
[1598094783175856000],1598094783175856000,"@matthewloop @elonmusk “soft metrosexual” https://t.co/SCtJDW6TYT"
[1598094783050055700],1598094783050055700,"""@LelloucheNico @BrosnanHoban @elonmusk You're right, it’s not about building a phone, seeing as how Iphones are manufactured by Samsung parts. 😆"""
[1598094782684766200],1598094782684766200,"@muskQu0tes @elonmusk nope"
[1598094782051799000],1598094782051799000,"@87cmm @H8TR_HURTER @the_WS6 @RealNickMugalli @elonmusk @tim_cook \"Everything better than zero is good\"\n\nBut IS IT....\nhttps://t.co/P8UaE1iyG0"
[1598094781967896600],1598094781967896600,"BUY IT !!! BUY APPLE !! @elonmusk  I WILL GIVE YOU 20$ TO SUPPORT YOU\n\nhttps://t.co/M4ntfAzRMd https://t.co/Uwvueu734l"
[1598094781653012500],1598094781653012500,"@Alyssa_Milano @elonmusk why dose anyone care about you....you haven't done shit for humanity...all you movie stars have your little tokens you like your fans not to see the real you....time tells all"
[1598094781648818200],1598094781648818200,"@stephen_taylor @elonmusk @neuralink This is a surprise😍.https://t.co/1yqD1zc9Kk"
[1598094781493543000],1598094781493543000,"@thelittleidiot @elonmusk @CNN @Twitter Buh bye"
[1598094780839649300],1598094780839649300,"@TitterTakeover @elonmusk @EdLudlow There is already collaboration with T-Mobile and starlink. Should not be a huge problem."
[1598094780655104000],1598094780655104000,"@elonmusk I guess the 30% is still happening?"
[1598094780525052000],1598094780525052000,"@stephen_of_borg @atensnut @elonmusk @tim_cook Racist"
[1598094779765600300],1598094779765600300,"@elonmusk I just hope you didn’t make a deal to not release the election interference files. We need justice!"
[1598094779073847300],1598094779073847300,"@elonmusk https://t.co/uKJnohRP64"
[1598094778662817800],1598094778662817800,"@labiografia2 @TonySoriano9 @elonmusk Homo hijoputoso"
[1598094778495029200],1598094778495029200,"@BasketGregory @MuckyPixels @TheEclecticMage @EInsides @Popehat @elonmusk It’s a far more important question as to how you’re going to act out your psychotic delusions."
[1598094778465685500],1598094778465685500,"@MarioImprotaZ @elonmusk https://t.co/eEo1ozAwon"
[1598094778104656000],1598094778104656000,"NEWS: @elonmusk confirms @Apple never considered removing Twitter from the App Store.\n\nGlad to share the news that they had a great conversation.\n\nWe are looking forward to brilliant collaborations between the two. https://t.co/cN5P5pbEDp"
[1598094777844895700],1598094777844895700,"@Royal_ChessClub @mikeyjiujitsu @elonmusk"
[1598094777819754500],1598094777819754500,"@elonmusk So you threw a huge tantrum over nothing then? Okay"
[1598094777727463400],1598094777727463400,"""@MatthewStadlen @MadeleinaKay @Nigel_Farage @realDonaldTrump @BorisJohnson @Jacob_Rees_Mogg @Arron_banks @rupertmurdoch @afneil @calvinrobinson @elonmusk @InstituteGC @LozzaFox @darrengrimes_ @danwootton @michaelgove @dominic206 @piersmorgan @jeremycorbyn @RishiSunak @johnredwood @Conservatives @MattHancock @DominicRaab @pritipatel @SuellaBraverman @Jeremy_Hunt @BBC @carolecadwalla @PeterStefanovi2 @OwenJones84 @AyoCaesar @Femi_Sorry @CentralBylines @NEBylines @BylineTimes @Channel4News @UKLabour @CoopParty Foresaw Risks &amp; Dangers Of Such #ToryParty / #Tory #ERG &amp; #ToryParty &amp; #DUP ,Politicains, &amp; Hard #Brexit &amp; Ethical &amp; Political Damages Of Likes Of: @Nigel_Farage @BorisJohnson &amp; MORE :(\n\n#BrokenBritain ,Has Grown , &amp; We Can't Go On Until May 2024 #GeneralElections At All :( 😞"""
[1598094776880222200],1598094776880222200,"@elonmusk They're salivating over your potential subscriptuon $"
[1598094776272056300],1598094776272056300,"@elonmusk I call BS…..so many would dump @iPhone and stand in line for a @notaflamethrower phone"
[1598094776242704400],1598094776242704400,"@muskQu0tes @elonmusk Shall not be infringed."
[1598094776230117400],1598094776230117400,"""@elonmusk Don't trust him. Even if he's a real business man, the CCP will pressure him or he'll have the silly children of the woke rage mob will will, as is their wont, get super violent."""
[1598094775152152600],1598094775152152600,"""@elonmusk Hmm… so if “Apple never considered doing so’, than can you explain this - https://t.co/6tqp7Aao9J"""
[1598094774883750000],1598094774883750000,"@elonmusk Media created issue? More disinformation?"
[1598094773923242000],1598094773923242000,"@elonmusk Sure 😃 https://t.co/3WfrrsJokT"
[1598094773780217900],1598094773780217900,"@ameliabee7721 @elonmusk And I bet he knows how to use it.  😉"
[1598094773327638500],1598094773327638500,"@tmgn66 @elonmusk My question exactly! 😂😂"
[1598094773164048400],1598094773164048400,"""@swings_sultan @MattWallace888 @elonmusk @vincent13031925 Or, better yet…. What if they didn’t steal it to begin with"""
[1598094772501381000],1598094772501381000,"""@elonmusk I wouldn’t trust them, build your own phone on starlink 💪🏼."""
[1598094772459430000],1598094772459430000,"@elonmusk @tim_cook 67% of Apple employees when they saw Elon walking around their campus. https://t.co/SrVGwK1n3W"
[1598094772354580500],1598094772354580500,"@elonmusk @tim_cook Did you get to see the Apple  car? https://t.co/7FYEic4ny4"
[1598094771733471200],1598094771733471200,"""@elonmusk If you paid attention in history class, you would know that government censorship is fascism 101."""
[1598094771708653600],1598094771708653600,"""@funnyguycha @sovereignmary @spanishkitten76 @TaraBull808 @elonmusk @stillgray On the other side of things it looks like Musk is playing nice with Tim Cook - which is worrisome in my opinion.\n\nBut I've wasted enough time on shitter today, time to actually be productive! Later champ."""
[1598094771452772400],1598094771452772400,"""@Walcandy1 @elonmusk @tim_cook Walcandy, what a name, so gay…"""
[1598094771243069400],1598094771243069400,"""@townhallcom @elonmusk oh, you mean the previous ownership, i agree fauxahontas!"""
[1598094770794303500],1598094770794303500,"@CostcoAvocado @elonmusk I feel for all the Elonatics that trashed their phones and buds yesterday... https://t.co/GnaD5SWYKe"
[1598094770395484200],1598094770395484200,"@elonmusk @tim_cook Almost looks like PayPal's. Only no fountain. NICE https://t.co/XLQQ8lJJUY"
[1598094770173530000],1598094770173530000,"""@elonmusk @tim_cook So Apple is going to take Twitter off your hands, aren’t they? 😂"""
[1598094770089644000],1598094770089644000,"@elonmusk Lower commission also?"
[1598094769787666400],1598094769787666400,"@caden_adamson @honestsportz @elonmusk Hate speech is an opinion that should be met with consequences. It incites violence/actions against others. But it’s not just hate speech. Should people be ‘free’ to discuss an ‘opinion’ that ‘molesting kids is good’ without consequences?"
[1598094769418567700],1598094769418567700,"@DaleSmi37125317 @DonnaLfromNY @thelittleidiot @elonmusk @CNN @Twitter That’s crazy. Well let’s hope there is justice!"
[1598094768973967400],1598094768973967400,"@ken_no_politics @chosenhorse2 @lavern_spicer @elonmusk @elon Check this out and thank me later \n👇🏼👇🏼👇🏼👇🏼👇🏼\nhttps://t.co/EPbAJclJEw"
[1598094768890073000],1598094768890073000,"@Putri__din @putri_Aalona @elonmusk 🍩🍩🍩 @Putri__din ☕\n🍩🍩🍩 @Putri__din ☕\n🍩🍩🍩 @Putri__din ☕\n🍩🍩🍩 @Putri__din ☕\n🍩🍩🍩 @Putri__din ☕\n\n☕🍩☕🍩"
[1598094768835563500],1598094768835563500,"@MysterySolvent @elonmusk You do..that's why you tweet"
[1598094768638414800],1598094768638414800,"@KGB_Recipes @mteeeezy @kilmarley2112 @twieterazzi @FemzForever @MetaJane5 @kokomebe @sirDukeDevin @elonmusk White Liberal allies condescending to let PoC know what’s what. I’m amazed at how they treat PoC that don’t parrot 🦜the Liberal narrative."
[1598094768541552600],1598094768541552600,"@elonmusk Sounds like a back-pedal to me."
[1598094768449663000],1598094768449663000,"@elonmusk What about that criminal 30%…?"
[1598094768000860200],1598094768000860200,"@LelloucheNico @BrosnanHoban @elonmusk Huawei is huge in South America and I would bet around the globe. Much better camera for sure!"
[1598094765824016400],1598094765824016400,"""@elonmusk @HistoryInPics I thought you were an ET, really....I'd never seen you younger before but...it doesn´t prove much actually hahah"""
[1598094765320736800],1598094765320736800,"@amcfarla @elonmusk @jhall Voted out"
[1598094764678992000],1598094764678992000,"@elonmusk Elon just told him that he wants to be on the right side of this."
[1598094764406341600],1598094764406341600,"@elonmusk Pitchforks down people!!! 😂🤣 https://t.co/Zu9rUi6oWl"
[1598094764007882800],1598094764007882800,"@Dawgsback2 @carpo719 @BrosnanHoban @elonmusk When he called himself the founder of tesla"
[1598094763135479800],1598094763135479800,"@RitchieTorres @elonmusk Apple doesn’t believe in free speech when it comes to China so why do they believe in it here?"
[1598094762208243700],1598094762208243700,"@GattisTV @ClasickTV @elonmusk @neuralink Omg this is real👍.https://t.co/BRkvNGLT6a"
[1598094762032046000],1598094762032046000,"""@elonmusk @DavidSacks Man, if only there was an alternate phone platform that had its own satellite communications system....and ways to launch and maintain those satellites, then land them on boats."""
[1598094761617158100],1598094761617158100,"@_Its_Happening_ @OkeyMor57 @naner44 @muskQu0tes @elonmusk adding Austria Anschluss to our current topic seems pure whataboutism to me."
[1598094761243865000],1598094761243865000,"@juliaioffe @elonmusk Pentagon can pay it julia"
[1598094760480166000],1598094760480166000,"@streetswept @Darren76780228 @Nomad_1x @elonmusk It could just be that it was true but they have come to an agreement.."
[1598094759998148600],1598094759998148600,"@elonmusk will you look at the evidence Mike Lindell has gathered and offered to present to you regarding election fraud and get involved with making sure our elections are fair?"
[1598094759184457700],1598094759184457700,"@LelloucheNico @BrosnanHoban @elonmusk Elon is pretty rich and has knowhow when it comes to technology..."
[1598094758424912000],1598094758424912000,"@elonmusk @tim_cook Good people need to stay together with earth. Togetherness is the way. The only way."
[1598094757875835000],1598094757875835000,"@alisonsragepage @elonmusk He definitely is the GOAT"
[1598094757498355700],1598094757498355700,"@daily_hate_mail @CollinRugg @elonmusk https://t.co/bhKR560uKV"
[1598094757170884600],1598094757170884600,"@trevorg @Troy_IRL @elonmusk Where do you get that conclusion?  Or are you just winging it?"
[1598094756378280000],1598094756378280000,"""@Stephen87033518 @DebbieSVA @Jim_Jordan @elonmusk It became law after HRC was secretary, therefore she broke no laws while in office. https://t.co/rID656MpEZ"""
[1598094755938074600],1598094755938074600,"@jhall @elonmusk Agree 100%"
[1598094755636080600],1598094755636080600,"@dannydeurbina @elonmusk I doubt that J Kirby wants to go back on any time soon after that. https://t.co/V8sT0JrS14"
[1598094755346677800],1598094755346677800,"@elonmusk 😂"
[1598094754977177600],1598094754977177600,"@CriticalCupcake @elonmusk You MDSers are so insufferable.  Let's completely ignore that Musk seems to have done exactly what he needed in order to preserve Twitter's place in the Apple store.  You're just angry and you don't even know why."
[1598094754465845200],1598094754465845200,"@WholeMarsBlog @elonmusk https://t.co/rvUldK9mOd"
[1598094754054832000],1598094754054832000,"@elonmusk @tim_cook Proof besides a video of a generic pond?"
[1598094753899610000],1598094753899610000,"""@87cmm @rolaaus @H8TR_HURTER @the_WS6 @RealNickMugalli @elonmusk @tim_cook Nah, just odd for you to jump right into this topic. And new accounts tend to be noisemaking liberals who only are interested in causing frustration. But continue."""
[1598094753606008800],1598094753606008800,"@GaryHeinlein1 @JackPosobiec @MrJustinBarclay It makes a big difference that @elonmusk has access to data to support his opinion and you do not."
[1598094753597620200],1598094753597620200,"@elonmusk Which is why conversation is good 👍"
[1598094752951378000],1598094752951378000,"@Xu0P5C4rMmMKUdu @elonmusk @neuralink Wow👍.https://t.co/gviz5UspGR"
[1598094752846487600],1598094752846487600,"""@elonmusk @tim_cook So, no more war, no more bloodshed?\n\nNo Tesla/Space X phone eco system?"""
[1598094752116711400],1598094752116711400,"@elonmusk Have him present to you the heart of the petulant employee that sent that threat on platinum and gold diamond encrusted player."
[1598094751701815300],1598094751701815300,"@LitterickB @alexbruesewitz @elonmusk https://t.co/Pdk57WDqH7"
[1598094751697612800],1598094751697612800,"@elonmusk They need to shut you up to force everyone to fall in line."
[1598094751483379700],1598094751483379700,"@elonmusk ❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘"
[1598094751198482400],1598094751198482400,"""@elonmusk @jhall Who started this “cancel culture” anyway? People need to mind their own business and let people be free, of mind and speech!!"""
[1598094750485139500],1598094750485139500,"@elonmusk @getpaidwrite Les Knight appears unaware of his death with dignity option. He’s all talk.  Show us you mean what you say and set an example in the style of Jim Jones."
[1598094750443196400],1598094750443196400,"@WholeMarsBlog Tim blinked. Let that sink in. @elonmusk"
[1598094749592092700],1598094749592092700,"@muskQu0tes @elonmusk No such thing as an assault rifle. I do have a Bushmaster AR-15 semi automatic rifle. And at this point I want a pistol. I think the media has driven people crazy and the ineptitude of government is allowing for more violence. Stay strapped my friends."
[1598094749231349800],1598094749231349800,"@AnikaRonnie2005 @LivePDDave1 @elonmusk And if he did Apple wouldn’t give a flying fuck lol."
[1598094749059403800],1598094749059403800,"@ctrunnals @elonmusk By failed attempt I'm not talking about Twitter. Fortnite (Epic Games) tried suing Apple but failed after a long time of trying."
[1598094748786782200],1598094748786782200,"@KittyKittymama @Apple @GeneralMills @pfizer @Audi @VW @MDLZ @elonmusk What do you think about Elon's comments about Apple banning twitter? Join our heated Twitter discussion here https://t.co/7TX6pH5Sx2 https://t.co/g4jTvUvRWh"
[1598094747389677600],1598094747389677600,"@elonmusk Glad to hear. What’s this about ? https://t.co/HkvHpSV2Us"
[1598094746521841700],1598094746521841700,"@thelittleidiot @elonmusk @CNN @Twitter https://t.co/UhHw6ANwgn"
[1598094746379251700],1598094746379251700,"@tadejny @elonmusk Wahhhh! Misinformation! Waaahhhh!!"
[1598094746320531500],1598094746320531500,"@BeepBoopBotz @elonmusk @tim_cook 🤣🤣"
[1598094745863327700],1598094745863327700,"@elonmusk You are reactionary"
[1598094745297129500],1598094745297129500,"@elonmusk @tim_cook That's good!"
[1598094744466645000],1598094744466645000,"@MrStevenSteele @elonmusk This might have something to do with it. https://t.co/kWxzGSFPAy"
[1598094743866527700],1598094743866527700,"@carpo719 @BrosnanHoban @elonmusk Not out of business . But lose a market share . There main seller is phones. So it’s a big deal"
[1598094743439020000],1598094743439020000,"@elonmusk I still don't like apple. When will the Android version get the attention it deserves?"
[1598094741715157000],1598094741715157000,"@elonmusk Still like to own an Elonphone 😁\n\nI've never used @Apple. Tim proved I was right in never owning one."
[1598094740704022500],1598094740704022500,"@elonmusk @tim_cook Die vertical videos!"
[1598094740440113200],1598094740440113200,"@iToony11151 @Tydy28 @CStyles45 @elonmusk 👍"
[1598094740331036700],1598094740331036700,"@elonmusk @tim_cook You buying out Apple too?"
[1598094740276539400],1598094740276539400,"Check out colbertlateshow's video! #TikTok https://t.co/JvXr7RbuFV. @elonmusk @realDonaldTrump @fordnation @SylviaJonesMPP @Sflecce"
[1598094739626393600],1598094739626393600,"@MrMsWoW @tjwills76 @SeanMarsella @TomiLahren @elonmusk Sure thing it’s as random as yours. You aren’t an authority on this and don’t know anyone who is. Try critical thinking when you figure out what that is."
[1598094738506539000],1598094738506539000,"""@amcfarla @elonmusk @jhall No, wish they had, but no."""
[1598094738368106500],1598094738368106500,"@CryptoYeo @elonmusk @Apple Been out all day. What did I miss?"
[1598094738267156500],1598094738267156500,"@caden_adamson @RealNickMugalli @elonmusk @tim_cook Shareholders own either voting or non voting stocks. Having apple stocks doesn’t mean you get to make decisions. \nThe biggest shareholders owns 7% of the company (over 1 billion of shares).  Elon would have to sell almost everything to get only one vote and 2% of the company"
[1598094737978069000],1598094737978069000,"@elonmusk LOL! Y’all puppets. The world is a stage."
[1598094737768329200],1598094737768329200,"@elonmusk Really childish behaviour by Tim and you 🤡"
[1598094737575403500],1598094737575403500,"""@teslaownersSV @elonmusk Right, wrong or indifferent 😑 I like E’s way of being, he is a unique character  🙏"""
[1598094737520881700],1598094737520881700,"@elonmusk Pics of you and Cook or it didn’t happen."
[1598094737399242800],1598094737399242800,"""@elonmusk Yikes elonus, that's just a stupid thing to say. You are def as smart as trump."""
[1598094737122394000],1598094737122394000,"""I send this with the utmost sincerity and admiration.   Please, I repeat please @elonmusk do not agree to meet Hillary Clinton or anyone else alone.  Please have security with you at all times.   What you are doing right now is saving the country and we can’t afford to lose you."""
[1598094737071710200],1598094737071710200,"@jhaverinator @elonmusk @neuralink Thankss a millon😘.https://t.co/1yqD1zc9Kk"
[1598094736551657500],1598094736551657500,"@elonmusk @tim_cook 👀 oh oh."
[1598094735583084500],1598094735583084500,"@elonmusk Hold him to that"
[1598094735528571000],1598094735528571000,"@spleck @Kristennetten @elonmusk Probably some low level manager that jumped the gun with no clearance from top brass"
[1598094734798770200],1598094734798770200,"@DMaxMTL @elonmusk https://t.co/cxw3lIw6Ma"
[1598094734450651100],1598094734450651100,"""@elonmusk More like Apple got scared Elon was going to war and release the Tesla phone, this only bought time, hope Elon creates the apple phone. They still want to cancel Elon."""
[1598094734249132000],1598094734249132000,"@elonmusk - You need to start your  own Apple."
[1598094733477576700],1598094733477576700,"@elonmusk Just satire? Good one though.. I would've hoped it was real."
[1598094733070377000],1598094733070377000,"@Kapka73 @KyryliukRoma @elonmusk \"...but people in Ukraine don't have those kinds of salaries...\"\n\nAnd yet somehow a disruption in that robust economy of theirs can trigger a global recession...\n\nseems legit."
[1598094732378665000],1598094732378665000,"@dcexaminer @Twitter @elonmusk Who the Eff is Jim Carrey?? Is he some sort of Nobel Prize winner?? 🤔🤔"
[1598094731720159200],1598094731720159200,"@bethanyshondark @elonmusk Weird weird that Elon is silent though. I’m sure you also care about that!"
[1598094730830565400],1598094730830565400,"@RyanPinesworth @elonmusk @tim_cook Bro you’re literally subscribed to Twitter blue lmao"
[1598094730751258600],1598094730751258600,"@elonmusk Fuck tim cook ... communist piece of shit .. You and him are responsible for CCP control and they have you both by the balls .. get you balls back and pull out of china ..both tesla and apple"
[1598094729803354000],1598094729803354000,"@elonmusk That's great news. I would have lost respect for apple if it was true."
[1598094729467424800],1598094729467424800,"@elonmusk @vincent13031925 It’s the Biden Regime and the Fed who want the US in the worse shape ever so they can control US even more!"
[1598094727739760600],1598094727739760600,"@davidmouritsen @gibsonchiang @elonmusk This DP page is ads that parents buy to congratulate their children - we learn from it that Elon's mom expected him to graduate in '94. It's in a May thread about Musk but didn't seem needed here. \n\nSource document at https://t.co/Kzd72l4McO has more detail &amp; discussion."
[1598094727580389400],1598094727580389400,"""@Troy_IRL @elonmusk You weren't there you friggin idiot. You don't even KNOW these two men, and gain some sort of satisfaction saying dumb shit on @Twitter?  How boring. How predictable. How dull.  That's your input into the conversation?  \nMediocre. \nAt best.  #UsefulIdiots"""
[1598094727198699500],1598094727198699500,"@elonmusk @jhall cancellation is just good old fashioned censorship. let's call a spade a spade"
[1598094725730664400],1598094725730664400,"@elonmusk 🥰"
[1598094725478633500],1598094725478633500,"@elonmusk @HistoryInPics I can imagine a week feels like an eternity for Elon."
[1598094725319311400],1598094725319311400,"@ThisIsKyleR @elonmusk You gay Then you gay"
[1598094724816310300],1598094724816310300,"@TomFitton @elonmusk @Twitter Idiots"
[1598094724791177200],1598094724791177200,"@elonmusk Marvelous https://t.co/7AaUGSb3v7"
[1598094724535320600],1598094724535320600,"@thelittleidiot @elonmusk @CNN @Twitter Bye"
[1598094723570634800],1598094723570634800,"@stonecut2010 @MattWallace888 @elonmusk Every bellend tweet deserves a like."
[1598094723314749400],1598094723314749400,"@TheRossman70 @elonmusk Banned I suggest you reach out to henry_techs on instagram he just unbanned my account that was shadow banned now"
[1598094722928902100],1598094722928902100,"""@MuhamadAlphabet @stacksacker @jack @EvasTeslaSPlaid @elonmusk @Apple Yes that's a problem. Android is open source, so potentially could fork it and largely support most existing apps."""
[1598094722198696000],1598094722198696000,"@EmmyO7707 @EvasTeslaSPlaid @elonmusk @elon Check this out and thank me later \n👇🏼👇🏼👇🏼👇🏼👇🏼\nhttps://t.co/EPbAJcCMGw"
[1598094721842569200],1598094721842569200,"@elonmusk @tim_cook Do you now realize tim owns twitter not you?"
[1598094721842233300],1598094721842233300,"@ClasickTV @elonmusk @neuralink This is a chance. Don't miss it🙏.https://t.co/BRkvNGLT6a"
[1598094720588128300],1598094720588128300,"@elonmusk After Tucker last night. 😏"
[1598094720223191000],1598094720223191000,"""@elonmusk Twitter wasn't spreading misinformation was it? The CEO didn't fuel that fire, did he?"""
[1598094720215154700],1598094720215154700,"@Darren76780228 @Nomad_1x @elonmusk Prison yard tactics.. Elon comes in and throws a punch at the big guy to show his fans how tough he is.. now look at him.. seems the big guy took him to the showers for a “word”"
[1598094720139669500],1598094720139669500,"""@elonmusk It won't help they will see it, and they will hear it they will read it, and still, they will not believe it they are blind to facts."""
[1598094718625538000],1598094718625538000,"""@elonmusk The conversation went...\n\nElon:\n- Hey Tim\n\nTim:\n- Yes, Elon.\n\nElon:\n- If you pull Twitter from the App Store, I will create a phone so damn good that will make Iphone look like a Motorola Aura R1."""
[1598094717136535600],1598094717136535600,"""@elonmusk Trump back in office, will make me happy!"""
[1598094716549345300],1598094716549345300,"@elonmusk I honestly wouldn’t trust him at all. Anyone whose phones are manufactured by slaves and who takes marching orders from the Chinese Communist Party knowing full well his actions in eliminating air drop in China put the protesters’ lives at risk is just not a good person."
[1598094715588862000],1598094715588862000,"@MattWallace888 @elonmusk @neuralink https://t.co/MT26oVHpjn"
[1598094715362377700],1598094715362377700,"@elonmusk Then why are you posting saying twitter is going to ban https://t.co/tuYEfOVqPU should at least go meet Tim before you make a bombastic statement!\n\nAs usual flip floppy and always assuming.\n\nWaste of time reading your childish tweet."
[1598094714829701000],1598094714829701000,"@elonmusk Lol because he saw you as a threat and knew it would be a terrible idea to push you down that road knowing you would make better phones and software lol 😆 🤣"
[1598094714711920600],1598094714711920600,"Twitter's rescinded restrictions on COVID-19 commentary jibed with the Biden administration's alarmingly broad definition of \"misinformation.\" https://t.co/MIpDukFSnR via @reason @elonmusk"
[1598094714632568800],1598094714632568800,"😳🤨😏 @elonmusk https://t.co/JdkNO3O4Il"
[1598094714573828000],1598094714573828000,"@elonmusk Did you tell your mommy to talk to Timmy to not be bad to you?"
[1598094714515120000],1598094714515120000,"@elonmusk \"Tim was clear that Apple wants our money\""
[1598094714179580000],1598094714179580000,"@ColbertMcconna1 @Milad31956026 @PeterSchiff @SchiffGold @federalreserve @elonmusk @Investingcom @financialjuice @SecYellen @jpmorgan Woah woah woah"
[1598094713646874600],1598094713646874600,"""@elonmusk Elon for the win! See kids? When you have a grievance or issue, you don't take it out on social media. That's just tantrums for grownups. Have a chat and talk it out with civility."""
[1598094713537855500],1598094713537855500,"@RyanPinesworth @elonmusk @tim_cook Mr. Cook took over a successful company and please list all his new innovations since then."
[1598094712896127000],1598094712896127000,"@elonmusk Hmmm…..perhaps you should have talked before you tweeted."
[1598094712006922200],1598094712006922200,"""@elonmusk Wow, meeting face to face and speaking rationally actually works! Maybe our government officials could learn something."""
[1598094711889465300],1598094711889465300,"""@elonmusk Did you make him uncross his arms, fingers, legs, and toes when he said this?  If it sounds like I don't trust him it's because I don't.  Or maybe you just mentioned the \""Starphone?\"""""
[1598094711197413400],1598094711197413400,"@elonmusk @teslaownersSV @reedhastings He was very fair. Nice man"
[1598094711071600600],1598094711071600600,"@elonmusk @tim_cook Please support.\n\nIf you dont mind. Will you please subscribe my youtube channel😘😘 thanks for your love.\nhttps://t.co/Jogn9ITj25\n😍😘😘\n\nYou can follow me on insta too i also follow back there @fitness4sanu"
[1598094710836727800],1598094710836727800,"@elonmusk Just less people using it lol"
[1598094710748643300],1598094710748643300,"@ThierryBreton @elonmusk \"Misinformation\" = anything that threatens the autocratic rule of global tyrants. Sit down and STFU."
[1598094709871632400],1598094709871632400,"@israelUSAforeve @elonmusk 🙄🙄 Better than this jerkoff https://t.co/I41aSWxYqR"
[1598094709725233200],1598094709725233200,"""@tecchguy @elonmusk That’s fake news,"""
[1598094709591019500],1598094709591019500,"@alexbruesewitz @elonmusk you have no idea what at least 3 words in that sentence mean"
[1598094709389684700],1598094709389684700,"@VoteBlueIn2020 @elonmusk @tim_cook Pepe..lol."
[1598094709347430400],1598094709347430400,"@elonmusk So you were gaslighting again? This is my surprise face. https://t.co/0qtpB7tV9P"
[1598094709154406400],1598094709154406400,"@NathanGuergis @BillyM2k @elonmusk Yet he caused HUNDREDS OF THOUSANDS OF TROLL TWEETS towards @tim_cook and the Apple company \n\nNot to mention continued to hurt his image and showed everyone how unhinged he is; how he can't stop trolling even if his business depends on it\n\nCOULD HAVE PICKED UP THE PHONE BEFORE 📞"
[1598094709016400000],1598094709016400000,"@elonmusk Build tesla phone 📱"
[1598094708345274400],1598094708345274400,"@Milad31956026 @PeterSchiff @SchiffGold @federalreserve @elonmusk @Investingcom @financialjuice @SecYellen @jpmorgan I wish i discovered this earlier. This guy already made over $100k https://t.co/9kEfrUWxyg discovered on discord group"
[1598094708189765600],1598094708189765600,"@TerryLvsYoghurt @elonmusk @neuralink This is a surprise!❤️.https://t.co/gviz5UspGR"
[1598094707749720000],1598094707749720000,"@elonmusk Glad to know that the battle for the future of civilization was a misunderstanding and that you talked your difference out with the tyrant.\n\nPerhaps there is a lesson in all this.\n\nhttps://t.co/95v4oEV5HF"
[1598094707669684200],1598094707669684200,"Merry Christmas @elonmusk this 🐸 is for you!\n\nNo Ragrets! This is a @ThePlagueNFT NFT! https://t.co/J5Syvkb7tg"
